complete,closeMid,highMid,lowMid,volume,openMid,time
True,108.914,108.914,108.8925,19,108.9075,2016-05-16T02:45:00.000000Z
True,108.896,108.925,108.896,43,108.9175,2016-05-16T02:46:00.000000Z
True,108.894,108.8965,108.8835,25,108.8925,2016-05-16T02:47:00.000000Z
True,108.8945,108.898,108.885,14,108.8935,2016-05-16T02:48:00.000000Z
True,108.8935,108.9045,108.886,14,108.8975,2016-05-16T02:49:00.000000Z
True,108.901,108.903,108.8885,19,108.8975,2016-05-16T02:50:00.000000Z
True,108.893,108.912,108.893,20,108.901,2016-05-16T02:51:00.000000Z
True,108.897,108.906,108.8625,61,108.894,2016-05-16T02:52:00.000000Z
True,108.891,108.901,108.891,9,108.8975,2016-05-16T02:53:00.000000Z
True,108.874,108.8875,108.874,5,108.8875,2016-05-16T02:54:00.000000Z
True,108.916,108.9225,108.8745,50,108.8745,2016-05-16T02:55:00.000000Z
True,108.9195,108.927,108.914,27,108.9165,2016-05-16T02:56:00.000000Z
True,108.9335,108.938,108.9195,13,108.9195,2016-05-16T02:57:00.000000Z
True,108.9615,108.9615,108.926,18,108.9345,2016-05-16T02:58:00.000000Z
True,108.9775,108.9855,108.9415,69,108.965,2016-05-16T02:59:00.000000Z
True,108.955,108.9825,108.955,39,108.9805,2016-05-16T03:00:00.000000Z
True,108.958,108.9685,108.9485,37,108.9555,2016-05-16T03:01:00.000000Z
True,108.9685,108.972,108.9575,22,108.958,2016-05-16T03:02:00.000000Z
True,108.9605,108.9685,108.9535,17,108.9685,2016-05-16T03:03:00.000000Z
True,108.9395,108.9625,108.93,33,108.957,2016-05-16T03:04:00.000000Z
True,108.9445,108.9445,108.9325,14,108.943,2016-05-16T03:05:00.000000Z
True,108.938,108.9485,108.938,8,108.9485,2016-05-16T03:06:00.000000Z
True,108.9515,108.959,108.9265,59,108.9405,2016-05-16T03:07:00.000000Z
True,108.959,108.9665,108.9525,15,108.9525,2016-05-16T03:08:00.000000Z
True,108.951,108.963,108.9395,17,108.9595,2016-05-16T03:09:00.000000Z
True,108.9615,108.9615,108.9535,10,108.9545,2016-05-16T03:10:00.000000Z
True,108.951,108.96,108.9485,15,108.96,2016-05-16T03:11:00.000000Z
True,108.952,108.96,108.951,12,108.951,2016-05-16T03:12:00.000000Z
True,108.9645,108.9645,108.9505,9,108.952,2016-05-16T03:13:00.000000Z
True,108.9575,108.974,108.9575,11,108.9675,2016-05-16T03:14:00.000000Z
True,108.964,108.966,108.9545,16,108.9545,2016-05-16T03:15:00.000000Z
True,108.9625,108.968,108.9595,12,108.962,2016-05-16T03:16:00.000000Z
True,108.959,108.9685,108.959,12,108.9595,2016-05-16T03:17:00.000000Z
True,108.9565,108.9665,108.944,29,108.963,2016-05-16T03:18:00.000000Z
True,108.9505,108.956,108.9455,7,108.956,2016-05-16T03:19:00.000000Z
True,108.956,108.965,108.954,12,108.954,2016-05-16T03:20:00.000000Z
True,108.9425,108.956,108.937,16,108.956,2016-05-16T03:21:00.000000Z
True,108.941,108.9455,108.9265,28,108.943,2016-05-16T03:22:00.000000Z
True,108.948,108.9495,108.9395,5,108.9395,2016-05-16T03:23:00.000000Z
True,108.937,108.947,108.937,4,108.947,2016-05-16T03:24:00.000000Z
True,108.937,108.937,108.927,8,108.934,2016-05-16T03:26:00.000000Z
True,108.9275,108.9355,108.924,5,108.9355,2016-05-16T03:27:00.000000Z
True,108.898,108.9275,108.898,20,108.9275,2016-05-16T03:28:00.000000Z
True,108.9065,108.921,108.899,27,108.9,2016-05-16T03:29:00.000000Z
True,108.866,108.902,108.8615,43,108.902,2016-05-16T03:30:00.000000Z
True,108.87,108.8925,108.862,67,108.8685,2016-05-16T03:31:00.000000Z
True,108.887,108.887,108.8525,22,108.869,2016-05-16T03:32:00.000000Z
True,108.893,108.8945,108.887,7,108.8905,2016-05-16T03:33:00.000000Z
True,108.893,108.905,108.8925,12,108.8925,2016-05-16T03:34:00.000000Z
True,108.873,108.8895,108.873,6,108.8895,2016-05-16T03:35:00.000000Z
True,108.872,108.8895,108.872,19,108.8735,2016-05-16T03:36:00.000000Z
True,108.878,108.878,108.8685,5,108.8685,2016-05-16T03:37:00.000000Z
True,108.897,108.899,108.8815,16,108.8815,2016-05-16T03:38:00.000000Z
True,108.9,108.9055,108.893,8,108.893,2016-05-16T03:39:00.000000Z
True,108.8875,108.897,108.8765,21,108.897,2016-05-16T03:40:00.000000Z
True,108.906,108.906,108.8905,15,108.8905,2016-05-16T03:41:00.000000Z
True,108.897,108.917,108.897,21,108.91,2016-05-16T03:42:00.000000Z
True,108.903,108.903,108.886,17,108.8935,2016-05-16T03:43:00.000000Z
True,108.897,108.899,108.892,5,108.899,2016-05-16T03:44:00.000000Z
True,108.8725,108.8965,108.8725,18,108.8965,2016-05-16T03:45:00.000000Z
True,108.887,108.895,108.873,20,108.873,2016-05-16T03:46:00.000000Z
True,108.88,108.8905,108.88,10,108.8905,2016-05-16T03:47:00.000000Z
True,108.883,108.883,108.883,2,108.883,2016-05-16T03:48:00.000000Z
True,108.885,108.8935,108.885,8,108.8875,2016-05-16T03:49:00.000000Z
True,108.887,108.887,108.878,6,108.885,2016-05-16T03:50:00.000000Z
True,108.8985,108.8995,108.881,15,108.886,2016-05-16T03:51:00.000000Z
True,108.888,108.902,108.8875,14,108.902,2016-05-16T03:52:00.000000Z
True,108.898,108.8995,108.8885,17,108.8885,2016-05-16T03:53:00.000000Z
True,108.902,108.905,108.891,18,108.894,2016-05-16T03:54:00.000000Z
True,108.917,108.9205,108.8955,24,108.901,2016-05-16T03:55:00.000000Z
True,108.8995,108.9225,108.8995,21,108.915,2016-05-16T03:56:00.000000Z
True,108.9205,108.9335,108.902,22,108.902,2016-05-16T03:57:00.000000Z
True,108.933,108.933,108.9175,13,108.9175,2016-05-16T03:58:00.000000Z
True,108.9635,108.9635,108.9275,33,108.9365,2016-05-16T03:59:00.000000Z
True,108.943,108.9635,108.943,25,108.961,2016-05-16T04:00:00.000000Z
True,108.9405,108.9425,108.939,6,108.94,2016-05-16T04:01:00.000000Z
True,108.933,108.94,108.933,7,108.937,2016-05-16T04:02:00.000000Z
True,108.927,108.9335,108.9165,21,108.9285,2016-05-16T04:03:00.000000Z
True,108.9365,108.9375,108.9235,10,108.9235,2016-05-16T04:04:00.000000Z
True,108.913,108.933,108.913,7,108.933,2016-05-16T04:05:00.000000Z
True,108.9145,108.923,108.9145,16,108.9155,2016-05-16T04:06:00.000000Z
True,108.9065,108.911,108.904,6,108.911,2016-05-16T04:09:00.000000Z
True,108.9055,108.9055,108.9055,1,108.9055,2016-05-16T04:10:00.000000Z
True,108.9055,108.909,108.905,3,108.909,2016-05-16T04:11:00.000000Z
True,108.903,108.903,108.9015,2,108.9015,2016-05-16T04:12:00.000000Z
True,108.889,108.899,108.8865,11,108.899,2016-05-16T04:13:00.000000Z
True,108.8945,108.895,108.892,3,108.892,2016-05-16T04:14:00.000000Z
True,108.904,108.9045,108.8975,4,108.8975,2016-05-16T04:15:00.000000Z
True,108.9185,108.9185,108.907,4,108.907,2016-05-16T04:16:00.000000Z
True,108.9125,108.918,108.9125,4,108.918,2016-05-16T04:17:00.000000Z
True,108.9115,108.9115,108.905,5,108.909,2016-05-16T04:18:00.000000Z
True,108.9095,108.911,108.9095,3,108.911,2016-05-16T04:19:00.000000Z
True,108.92,108.92,108.907,8,108.9085,2016-05-16T04:21:00.000000Z
True,108.926,108.928,108.924,6,108.924,2016-05-16T04:22:00.000000Z
True,108.9265,108.9285,108.9245,6,108.9255,2016-05-16T04:24:00.000000Z
True,108.9295,108.9295,108.923,5,108.923,2016-05-16T04:25:00.000000Z
True,108.936,108.936,108.93,14,108.9325,2016-05-16T04:26:00.000000Z
True,108.9475,108.9515,108.9395,8,108.9395,2016-05-16T04:27:00.000000Z
True,108.9415,108.9505,108.94,8,108.948,2016-05-16T04:28:00.000000Z
True,108.9275,108.9415,108.9275,5,108.9415,2016-05-16T04:29:00.000000Z
True,108.9245,108.9275,108.924,5,108.924,2016-05-16T04:30:00.000000Z
True,108.928,108.9305,108.924,8,108.928,2016-05-16T04:31:00.000000Z
True,108.9265,108.9265,108.9205,10,108.9245,2016-05-16T04:32:00.000000Z
True,108.9235,108.9235,108.92,9,108.9235,2016-05-16T04:33:00.000000Z
True,108.924,108.924,108.916,5,108.92,2016-05-16T04:34:00.000000Z
True,108.9215,108.924,108.9185,8,108.924,2016-05-16T04:35:00.000000Z
True,108.922,108.922,108.9185,5,108.9185,2016-05-16T04:36:00.000000Z
True,108.916,108.9235,108.916,4,108.922,2016-05-16T04:37:00.000000Z
True,108.9185,108.922,108.9165,6,108.9165,2016-05-16T04:38:00.000000Z
True,108.9185,108.9185,108.9185,2,108.9185,2016-05-16T04:39:00.000000Z
True,108.916,108.9195,108.912,8,108.9195,2016-05-16T04:40:00.000000Z
True,108.927,108.9565,108.916,36,108.916,2016-05-16T04:41:00.000000Z
True,108.8985,108.923,108.8985,32,108.923,2016-05-16T04:42:00.000000Z
True,108.8525,108.8955,108.8515,43,108.8955,2016-05-16T04:43:00.000000Z
True,108.84,108.856,108.8255,32,108.849,2016-05-16T04:44:00.000000Z
True,108.833,108.8485,108.8325,25,108.84,2016-05-16T04:45:00.000000Z
True,108.856,108.86,108.8335,17,108.8335,2016-05-16T04:46:00.000000Z
True,108.857,108.8575,108.849,16,108.852,2016-05-16T04:47:00.000000Z
True,108.8455,108.857,108.8455,14,108.857,2016-05-16T04:49:00.000000Z
True,108.821,108.8415,108.8205,15,108.8415,2016-05-16T04:50:00.000000Z
True,108.796,108.827,108.7925,31,108.818,2016-05-16T04:51:00.000000Z
True,108.7605,108.7925,108.753,46,108.7925,2016-05-16T04:52:00.000000Z
True,108.7595,108.776,108.7575,33,108.76,2016-05-16T04:53:00.000000Z
True,108.7415,108.756,108.7335,38,108.756,2016-05-16T04:54:00.000000Z
True,108.7785,108.7785,108.7445,24,108.7445,2016-05-16T04:55:00.000000Z
True,108.772,108.7915,108.753,55,108.7785,2016-05-16T04:56:00.000000Z
True,108.7875,108.7885,108.7735,18,108.7735,2016-05-16T04:57:00.000000Z
True,108.773,108.799,108.772,32,108.7865,2016-05-16T04:58:00.000000Z
True,108.76,108.781,108.7585,24,108.7735,2016-05-16T04:59:00.000000Z
True,108.755,108.7775,108.749,27,108.7555,2016-05-16T05:00:00.000000Z
True,108.7805,108.7845,108.7575,39,108.7575,2016-05-16T05:01:00.000000Z
True,108.7575,108.7795,108.7575,14,108.7795,2016-05-16T05:02:00.000000Z
True,108.7625,108.7765,108.7475,41,108.754,2016-05-16T05:03:00.000000Z
True,108.7685,108.7685,108.759,5,108.759,2016-05-16T05:04:00.000000Z
True,108.7835,108.7835,108.7655,21,108.768,2016-05-16T05:05:00.000000Z
True,108.7705,108.7925,108.7705,23,108.783,2016-05-16T05:06:00.000000Z
True,108.759,108.7725,108.759,14,108.767,2016-05-16T05:07:00.000000Z
True,108.763,108.775,108.759,18,108.761,2016-05-16T05:08:00.000000Z
True,108.779,108.7865,108.767,26,108.767,2016-05-16T05:09:00.000000Z
True,108.7595,108.781,108.7595,24,108.7805,2016-05-16T05:10:00.000000Z
True,108.773,108.7905,108.7515,48,108.756,2016-05-16T05:11:00.000000Z
True,108.7605,108.769,108.7585,17,108.769,2016-05-16T05:12:00.000000Z
True,108.7595,108.7765,108.7575,25,108.7575,2016-05-16T05:13:00.000000Z
True,108.7545,108.7665,108.754,25,108.7605,2016-05-16T05:14:00.000000Z
True,108.7425,108.755,108.741,19,108.7515,2016-05-16T05:15:00.000000Z
True,108.7565,108.7595,108.737,32,108.7385,2016-05-16T05:16:00.000000Z
True,108.7495,108.7565,108.7495,5,108.7565,2016-05-16T05:17:00.000000Z
True,108.748,108.751,108.748,2,108.751,2016-05-16T05:18:00.000000Z
True,108.7525,108.7525,108.741,10,108.744,2016-05-16T05:19:00.000000Z
True,108.756,108.7625,108.7445,18,108.751,2016-05-16T05:20:00.000000Z
True,108.7505,108.756,108.7505,8,108.754,2016-05-16T05:21:00.000000Z
True,108.7595,108.763,108.7485,29,108.751,2016-05-16T05:22:00.000000Z
True,108.722,108.7585,108.722,17,108.7575,2016-05-16T05:23:00.000000Z
True,108.6855,108.724,108.683,39,108.7225,2016-05-16T05:24:00.000000Z
True,108.686,108.693,108.6735,46,108.687,2016-05-16T05:25:00.000000Z
True,108.6835,108.6965,108.6785,34,108.6855,2016-05-16T05:26:00.000000Z
True,108.704,108.7055,108.686,14,108.688,2016-05-16T05:27:00.000000Z
True,108.703,108.703,108.691,12,108.7005,2016-05-16T05:28:00.000000Z
True,108.7295,108.7295,108.706,23,108.7065,2016-05-16T05:29:00.000000Z
True,108.7515,108.7555,108.7325,53,108.7335,2016-05-16T05:30:00.000000Z
True,108.755,108.755,108.743,21,108.752,2016-05-16T05:31:00.000000Z
True,108.745,108.7545,108.745,5,108.7545,2016-05-16T05:32:00.000000Z
True,108.748,108.7485,108.742,5,108.742,2016-05-16T05:33:00.000000Z
True,108.744,108.7475,108.7315,21,108.7475,2016-05-16T05:34:00.000000Z
True,108.7475,108.748,108.719,29,108.743,2016-05-16T05:35:00.000000Z
True,108.749,108.7505,108.749,2,108.7505,2016-05-16T05:36:00.000000Z
True,108.7315,108.7455,108.7315,5,108.7455,2016-05-16T05:37:00.000000Z
True,108.739,108.7405,108.7215,22,108.7285,2016-05-16T05:38:00.000000Z
True,108.7465,108.7475,108.7275,15,108.7375,2016-05-16T05:39:00.000000Z
True,108.736,108.7425,108.7215,29,108.7425,2016-05-16T05:40:00.000000Z
True,108.744,108.752,108.7355,24,108.7395,2016-05-16T05:41:00.000000Z
True,108.749,108.7585,108.7475,13,108.7475,2016-05-16T05:43:00.000000Z
True,108.7445,108.7505,108.7345,23,108.7505,2016-05-16T05:44:00.000000Z
True,108.727,108.748,108.7175,26,108.748,2016-05-16T05:45:00.000000Z
True,108.7255,108.734,108.7255,7,108.7305,2016-05-16T05:46:00.000000Z
True,108.734,108.734,108.727,3,108.727,2016-05-16T05:47:00.000000Z
True,108.738,108.755,108.7275,31,108.7375,2016-05-16T05:48:00.000000Z
True,108.7495,108.7555,108.741,16,108.741,2016-05-16T05:49:00.000000Z
True,108.735,108.753,108.735,6,108.753,2016-05-16T05:50:00.000000Z
True,108.757,108.757,108.739,11,108.739,2016-05-16T05:51:00.000000Z
True,108.749,108.757,108.7465,18,108.757,2016-05-16T05:52:00.000000Z
True,108.7535,108.757,108.7455,9,108.7455,2016-05-16T05:53:00.000000Z
True,108.7615,108.765,108.7455,12,108.752,2016-05-16T05:54:00.000000Z
True,108.7595,108.7615,108.7555,9,108.7575,2016-05-16T05:55:00.000000Z
True,108.7565,108.758,108.7565,4,108.758,2016-05-16T05:56:00.000000Z
True,108.7545,108.755,108.747,11,108.755,2016-05-16T05:57:00.000000Z
True,108.758,108.758,108.753,13,108.7545,2016-05-16T05:58:00.000000Z
True,108.77,108.77,108.7615,6,108.7615,2016-05-16T05:59:00.000000Z
True,108.7555,108.77,108.7505,29,108.77,2016-05-16T06:00:00.000000Z
True,108.7605,108.775,108.759,13,108.759,2016-05-16T06:01:00.000000Z
True,108.7485,108.7615,108.7445,17,108.757,2016-05-16T06:02:00.000000Z
True,108.7365,108.75,108.7345,23,108.7455,2016-05-16T06:03:00.000000Z
True,108.7475,108.7505,108.7405,8,108.7405,2016-05-16T06:04:00.000000Z
True,108.758,108.769,108.751,12,108.751,2016-05-16T06:05:00.000000Z
True,108.7615,108.7655,108.7565,12,108.762,2016-05-16T06:06:00.000000Z
True,108.762,108.763,108.7565,6,108.763,2016-05-16T06:07:00.000000Z
True,108.78,108.78,108.7575,13,108.7655,2016-05-16T06:08:00.000000Z
True,108.777,108.788,108.7745,19,108.78,2016-05-16T06:09:00.000000Z
True,108.7845,108.7845,108.7735,16,108.7735,2016-05-16T06:10:00.000000Z
True,108.783,108.784,108.773,11,108.784,2016-05-16T06:11:00.000000Z
True,108.7815,108.784,108.775,16,108.7815,2016-05-16T06:12:00.000000Z
True,108.7915,108.7915,108.778,7,108.778,2016-05-16T06:13:00.000000Z
True,108.78,108.7905,108.776,22,108.7905,2016-05-16T06:14:00.000000Z
True,108.7505,108.783,108.742,51,108.783,2016-05-16T06:15:00.000000Z
True,108.7505,108.7655,108.746,23,108.754,2016-05-16T06:16:00.000000Z
True,108.781,108.781,108.7535,16,108.7535,2016-05-16T06:17:00.000000Z
True,108.767,108.781,108.767,7,108.781,2016-05-16T06:18:00.000000Z
True,108.7695,108.7695,108.767,3,108.767,2016-05-16T06:19:00.000000Z
True,108.765,108.7655,108.756,9,108.7655,2016-05-16T06:20:00.000000Z
True,108.746,108.7625,108.736,17,108.7625,2016-05-16T06:21:00.000000Z
True,108.7565,108.7565,108.744,7,108.745,2016-05-16T06:22:00.000000Z
True,108.757,108.763,108.753,10,108.753,2016-05-16T06:23:00.000000Z
True,108.782,108.782,108.7575,27,108.7575,2016-05-16T06:24:00.000000Z
True,108.8255,108.8325,108.7805,32,108.782,2016-05-16T06:25:00.000000Z
True,108.843,108.847,108.826,48,108.826,2016-05-16T06:26:00.000000Z
True,108.834,108.844,108.829,23,108.8415,2016-05-16T06:27:00.000000Z
True,108.852,108.855,108.838,15,108.838,2016-05-16T06:28:00.000000Z
True,108.8405,108.863,108.833,27,108.856,2016-05-16T06:29:00.000000Z
True,108.8385,108.851,108.836,17,108.8365,2016-05-16T06:30:00.000000Z
True,108.8255,108.838,108.8235,8,108.838,2016-05-16T06:31:00.000000Z
True,108.8545,108.861,108.8295,13,108.8295,2016-05-16T06:32:00.000000Z
True,108.8655,108.8655,108.839,25,108.8515,2016-05-16T06:33:00.000000Z
True,108.8785,108.8865,108.859,22,108.8685,2016-05-16T06:34:00.000000Z
True,108.866,108.8925,108.8655,26,108.8785,2016-05-16T06:35:00.000000Z
True,108.875,108.875,108.8665,12,108.8665,2016-05-16T06:36:00.000000Z
True,108.872,108.8835,108.872,15,108.8755,2016-05-16T06:37:00.000000Z
True,108.87,108.876,108.8685,8,108.8685,2016-05-16T06:38:00.000000Z
True,108.847,108.867,108.8355,20,108.867,2016-05-16T06:39:00.000000Z
True,108.844,108.8465,108.8315,15,108.8465,2016-05-16T06:40:00.000000Z
True,108.854,108.855,108.847,9,108.847,2016-05-16T06:41:00.000000Z
True,108.845,108.85,108.8415,9,108.85,2016-05-16T06:42:00.000000Z
True,108.839,108.842,108.8355,5,108.842,2016-05-16T06:43:00.000000Z
True,108.8265,108.835,108.8245,7,108.835,2016-05-16T06:44:00.000000Z
True,108.8085,108.8235,108.802,27,108.8235,2016-05-16T06:45:00.000000Z
True,108.817,108.817,108.8035,12,108.807,2016-05-16T06:46:00.000000Z
True,108.811,108.8165,108.8055,12,108.8165,2016-05-16T06:47:00.000000Z
True,108.812,108.828,108.8105,13,108.8105,2016-05-16T06:48:00.000000Z
True,108.8175,108.825,108.809,10,108.809,2016-05-16T06:49:00.000000Z
True,108.8125,108.824,108.8125,10,108.8175,2016-05-16T06:50:00.000000Z
True,108.8085,108.8085,108.8045,5,108.8085,2016-05-16T06:51:00.000000Z
True,108.8205,108.8235,108.8115,23,108.8115,2016-05-16T06:52:00.000000Z
True,108.8155,108.8375,108.8105,38,108.8245,2016-05-16T06:53:00.000000Z
True,108.8075,108.819,108.8005,26,108.819,2016-05-16T06:54:00.000000Z
True,108.8075,108.8075,108.8045,5,108.8045,2016-05-16T06:55:00.000000Z
True,108.7705,108.804,108.7705,14,108.804,2016-05-16T06:56:00.000000Z
True,108.7645,108.7675,108.76,5,108.7675,2016-05-16T06:57:00.000000Z
True,108.753,108.763,108.7355,28,108.763,2016-05-16T06:58:00.000000Z
True,108.7505,108.7675,108.749,15,108.749,2016-05-16T06:59:00.000000Z
True,108.7205,108.755,108.71,47,108.7465,2016-05-16T07:00:00.000000Z
True,108.7265,108.7445,108.7185,34,108.7205,2016-05-16T07:01:00.000000Z
True,108.71,108.733,108.71,30,108.7225,2016-05-16T07:02:00.000000Z
True,108.696,108.724,108.696,26,108.707,2016-05-16T07:03:00.000000Z
True,108.707,108.7075,108.6925,13,108.6925,2016-05-16T07:04:00.000000Z
True,108.6975,108.7105,108.6965,24,108.7105,2016-05-16T07:05:00.000000Z
True,108.7175,108.7195,108.698,17,108.698,2016-05-16T07:06:00.000000Z
True,108.721,108.728,108.7135,16,108.721,2016-05-16T07:07:00.000000Z
True,108.7405,108.754,108.7245,24,108.7245,2016-05-16T07:08:00.000000Z
True,108.7445,108.7555,108.7355,30,108.7415,2016-05-16T07:09:00.000000Z
True,108.7325,108.746,108.7325,7,108.7455,2016-05-16T07:10:00.000000Z
True,108.741,108.741,108.731,15,108.733,2016-05-16T07:11:00.000000Z
True,108.7465,108.75,108.7315,18,108.7405,2016-05-16T07:12:00.000000Z
True,108.7405,108.7495,108.7405,7,108.7495,2016-05-16T07:13:00.000000Z
True,108.7445,108.758,108.7405,12,108.7405,2016-05-16T07:14:00.000000Z
True,108.7235,108.7405,108.7205,16,108.7405,2016-05-16T07:15:00.000000Z
True,108.7145,108.7245,108.7065,14,108.7235,2016-05-16T07:16:00.000000Z
True,108.698,108.7105,108.69,10,108.7105,2016-05-16T07:17:00.000000Z
True,108.682,108.702,108.6675,18,108.702,2016-05-16T07:18:00.000000Z
True,108.682,108.686,108.6665,52,108.6855,2016-05-16T07:19:00.000000Z
True,108.6815,108.6875,108.676,11,108.678,2016-05-16T07:20:00.000000Z
True,108.655,108.6875,108.655,28,108.684,2016-05-16T07:21:00.000000Z
True,108.657,108.664,108.641,34,108.6515,2016-05-16T07:22:00.000000Z
True,108.666,108.671,108.6485,20,108.6605,2016-05-16T07:23:00.000000Z
True,108.699,108.7065,108.669,41,108.669,2016-05-16T07:24:00.000000Z
True,108.705,108.705,108.6975,7,108.7035,2016-05-16T07:25:00.000000Z
True,108.6985,108.708,108.6975,18,108.7025,2016-05-16T07:26:00.000000Z
True,108.686,108.7005,108.68,23,108.6985,2016-05-16T07:27:00.000000Z
True,108.707,108.7085,108.683,24,108.683,2016-05-16T07:28:00.000000Z
True,108.716,108.7195,108.7,16,108.703,2016-05-16T07:29:00.000000Z
True,108.718,108.726,108.7155,28,108.719,2016-05-16T07:30:00.000000Z
True,108.7255,108.7325,108.7195,11,108.7195,2016-05-16T07:31:00.000000Z
True,108.7285,108.7325,108.7285,6,108.729,2016-05-16T07:32:00.000000Z
True,108.7265,108.735,108.723,14,108.7315,2016-05-16T07:33:00.000000Z
True,108.731,108.744,108.725,16,108.73,2016-05-16T07:34:00.000000Z
True,108.7455,108.7505,108.734,8,108.734,2016-05-16T07:35:00.000000Z
True,108.7515,108.753,108.742,8,108.742,2016-05-16T07:36:00.000000Z
True,108.763,108.7805,108.755,42,108.755,2016-05-16T07:37:00.000000Z
True,108.751,108.7605,108.7495,17,108.7595,2016-05-16T07:38:00.000000Z
True,108.7385,108.7495,108.7385,12,108.7495,2016-05-16T07:39:00.000000Z
True,108.73,108.735,108.73,6,108.735,2016-05-16T07:40:00.000000Z
True,108.7305,108.7305,108.7195,6,108.726,2016-05-16T07:41:00.000000Z
True,108.7385,108.741,108.731,12,108.734,2016-05-16T07:42:00.000000Z
True,108.7615,108.7615,108.742,14,108.742,2016-05-16T07:43:00.000000Z
True,108.7425,108.7615,108.7345,16,108.7615,2016-05-16T07:44:00.000000Z
True,108.7355,108.7405,108.7335,8,108.7405,2016-05-16T07:45:00.000000Z
True,108.7215,108.7325,108.7165,12,108.7325,2016-05-16T07:46:00.000000Z
True,108.741,108.741,108.7225,12,108.7245,2016-05-16T07:47:00.000000Z
True,108.738,108.7475,108.738,13,108.738,2016-05-16T07:48:00.000000Z
True,108.712,108.735,108.712,9,108.735,2016-05-16T07:49:00.000000Z
True,108.722,108.722,108.7085,9,108.7085,2016-05-16T07:50:00.000000Z
True,108.729,108.729,108.726,2,108.726,2016-05-16T07:51:00.000000Z
True,108.7215,108.728,108.7095,24,108.728,2016-05-16T07:52:00.000000Z
True,108.7385,108.7385,108.719,15,108.7225,2016-05-16T07:53:00.000000Z
True,108.718,108.737,108.718,12,108.737,2016-05-16T07:54:00.000000Z
True,108.7145,108.722,108.713,17,108.7205,2016-05-16T07:55:00.000000Z
True,108.721,108.727,108.7175,10,108.7175,2016-05-16T07:56:00.000000Z
True,108.7415,108.7415,108.7125,19,108.718,2016-05-16T07:57:00.000000Z
True,108.75,108.751,108.7335,14,108.74,2016-05-16T07:58:00.000000Z
True,108.7775,108.7775,108.753,25,108.753,2016-05-16T07:59:00.000000Z
True,108.7745,108.7855,108.7705,20,108.7775,2016-05-16T08:00:00.000000Z
True,108.7765,108.782,108.772,13,108.775,2016-05-16T08:01:00.000000Z
True,108.8135,108.821,108.7765,25,108.7765,2016-05-16T08:02:00.000000Z
True,108.805,108.8235,108.8025,24,108.814,2016-05-16T08:03:00.000000Z
True,108.802,108.8025,108.7955,12,108.802,2016-05-16T08:04:00.000000Z
True,108.7915,108.8015,108.7915,7,108.8015,2016-05-16T08:05:00.000000Z
True,108.7865,108.795,108.7865,4,108.795,2016-05-16T08:06:00.000000Z
True,108.7705,108.793,108.7705,13,108.787,2016-05-16T08:07:00.000000Z
True,108.7655,108.773,108.7625,16,108.7675,2016-05-16T08:08:00.000000Z
True,108.748,108.7645,108.7455,17,108.7645,2016-05-16T08:09:00.000000Z
True,108.749,108.7525,108.7455,14,108.7485,2016-05-16T08:10:00.000000Z
True,108.7445,108.7515,108.735,17,108.745,2016-05-16T08:11:00.000000Z
True,108.729,108.745,108.729,8,108.741,2016-05-16T08:12:00.000000Z
True,108.761,108.761,108.7305,20,108.7305,2016-05-16T08:13:00.000000Z
True,108.7365,108.757,108.729,12,108.757,2016-05-16T08:14:00.000000Z
True,108.724,108.743,108.707,28,108.7365,2016-05-16T08:15:00.000000Z
True,108.722,108.723,108.7155,14,108.723,2016-05-16T08:16:00.000000Z
True,108.7205,108.729,108.7095,19,108.7255,2016-05-16T08:17:00.000000Z
True,108.728,108.7345,108.7235,11,108.7235,2016-05-16T08:18:00.000000Z
True,108.727,108.742,108.727,17,108.7285,2016-05-16T08:19:00.000000Z
True,108.7045,108.728,108.7,12,108.7275,2016-05-16T08:20:00.000000Z
True,108.692,108.7105,108.6865,27,108.703,2016-05-16T08:21:00.000000Z
True,108.688,108.6915,108.682,17,108.6915,2016-05-16T08:22:00.000000Z
True,108.6795,108.687,108.66,46,108.684,2016-05-16T08:23:00.000000Z
True,108.67,108.6785,108.657,31,108.678,2016-05-16T08:24:00.000000Z
True,108.6705,108.6765,108.661,13,108.6735,2016-05-16T08:25:00.000000Z
True,108.6575,108.67,108.6575,13,108.67,2016-05-16T08:26:00.000000Z
True,108.665,108.678,108.6575,13,108.6575,2016-05-16T08:27:00.000000Z
True,108.6755,108.6835,108.669,8,108.669,2016-05-16T08:28:00.000000Z
True,108.674,108.675,108.6715,7,108.672,2016-05-16T08:29:00.000000Z
True,108.6855,108.693,108.6665,17,108.67,2016-05-16T08:30:00.000000Z
True,108.7025,108.7025,108.6875,6,108.6875,2016-05-16T08:31:00.000000Z
True,108.7185,108.724,108.696,20,108.7055,2016-05-16T08:32:00.000000Z
True,108.71,108.722,108.7085,15,108.7155,2016-05-16T08:33:00.000000Z
True,108.716,108.716,108.7065,7,108.7065,2016-05-16T08:34:00.000000Z
True,108.7105,108.723,108.7095,9,108.72,2016-05-16T08:35:00.000000Z
True,108.7215,108.7215,108.712,13,108.712,2016-05-16T08:36:00.000000Z
True,108.7375,108.7375,108.7205,14,108.722,2016-05-16T08:37:00.000000Z
True,108.7275,108.7335,108.7225,12,108.7335,2016-05-16T08:38:00.000000Z
True,108.745,108.757,108.724,27,108.724,2016-05-16T08:39:00.000000Z
True,108.741,108.752,108.7335,25,108.7485,2016-05-16T08:40:00.000000Z
